Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2014","Hepatitis (viral, acute), type A, Cum 2014, flag","Hepatitis (viral, acute), type A, Cum 2013","Hepatitis (viral, acute), type A, Cum 2013, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2014","Hepatitis (viral, acute), type B, Cum 2014, flag","Hepatitis (viral, acute), type B, Cum 2013","Hepatitis (viral, acute), type B, Cum 2013, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2014","Hepatitis (viral, acute), type C, Cum 2014, flag","Hepatitis (viral, acute), type C, Cum 2013","Hepatitis (viral, acute), type C, Cum 2013, flag",Location 1 (city),Location 1,Location 1 (state),Location 2
NEW JERSEY,2014,3,,-,0,,2,,,-,2,,,-,0,,3,,,-,3,,,-,0,,3,,,-,5,,,POINT (-74.27368565099965 40.1305700530005),NEW JERSEY,
DELAWARE,2014,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,,0,,0,,,,,,,POINT (-75.57773943699965 39.00883351400046),DELAWARE,
TENNESSEE,2014,3,,-,0,,2,,1,,2,,3,,5,,11,,8,,16,,,-,2,,7,,3,,4,,,POINT (-85.77448642199965 35.680943063000484),TENNESSEE,
NEVADA,2014,3,,-,0,,3,,,-,,-,,-,0,,3,,,-,2,,,-,0,,2,,,-,,-,,POINT (-117.07183978499972 39.49324126500045),NEVADA,
DIST. OF COL.,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-99.11415045099966 39.52368635500045),DIST. OF COL.,
PUERTO RICO,2014,3,,-,0,,1,,,-,,-,,-,0,,6,,,-,2,,,N,0,,0,,,N,,N,,POINT (-98.34556876399967 26.649497232000442),PUERTO RICO,
MAINE,2014,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,POINT (-68.98502952999962 45.254228663000504),MAINE,
C.N.M.I.,2014,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),C.N.M.I.,
KENTUCKY,2014,3,,-,0,,2,,,-,3,,1,,4,,8,,1,,10,,,-,3,,10,,,-,13,,,POINT (-84.77496612599964 37.645973909000475),KENTUCKY,
ILLINOIS,2014,3,,-,1,,5,,,-,4,,,-,1,,4,,,-,4,,,-,0,,4,,,-,1,,,POINT (-88.99770813999965 40.48501278700047),ILLINOIS,
IDAHO,2014,3,,-,0,,2,,,-,,-,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,,POINT (-114.3637261449997 43.682630058000484),IDAHO,
SOUTH CAROLINA,2014,3,,-,0,,1,,,-,,-,1,,1,,5,,1,,3,,,-,0,,0,,,-,,-,,POINT (-81.04536765699964 33.99882060100049),SOUTH CAROLINA,
VERMONT,2014,3,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-72.51763944499965 43.62538292400046),VERMONT,
NEW HAMPSHIRE,2014,3,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,,POINT (-71.50035726399966 43.6559537330005),NEW HAMPSHIRE,
ALASKA,2014,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507923900048),ALASKA,
OKLAHOMA,2014,3,,-,0,,4,,,-,,-,,-,0,,4,,,-,1,,,-,0,,5,,,-,,-,,POINT (-97.52106845499969 35.472034350000456),OKLAHOMA,
IOWA,2014,3,,-,0,,3,,,-,1,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,POINT (-93.81648936699969 42.469404401000475),IOWA,
KANSAS,2014,3,,-,0,,3,,,-,1,,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,,POINT (-98.20077655499966 38.34774033400049),KANSAS,
CONNECTICUT,2014,3,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,POINT (-72.64983753699966 41.56266394200048),CONNECTICUT,
MARYLAND,2014,3,,-,0,,4,,1,,1,,1,,1,,4,,1,,2,,,-,1,,3,,,-,4,,,POINT (-76.60925970899967 39.2905806980005),MARYLAND,
NORTH DAKOTA,2014,3,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,POINT (-100.11842599699969 47.47531738700047),NORTH DAKOTA,
MASSACHUSETTS,2014,3,,-,0,,3,,,-,2,,,-,1,,3,,,-,1,,,-,3,,7,,,-,13,,,POINT (-72.08268985899963 42.27687306500047),MASSACHUSETTS,
PENNSYLVANIA,2014,3,1,,1,,4,,1,,,-,1,,1,,4,,7,,2,,1,,1,,6,,3,,3,,,POINT (-77.86069775999965 40.79373106100047),PENNSYLVANIA,
RHODE ISLAND,2014,3,,-,0,,1,,,-,,-,,,0,,0,,,,,,,,0,,0,,,,,,,POINT (-71.52246918099962 41.70828281900049),RHODE ISLAND,
MISSOURI,2014,3,1,,0,,2,,1,,,-,,-,1,,4,,1,,2,,,-,0,,4,,1,,1,,,POINT (-92.56629737199967 38.63579372300046),MISSOURI,
NEW MEXICO,2014,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-106.24057768899968 34.52088247800049),NEW MEXICO,
CALIFORNIA,2014,3,,-,4,,17,,2,,7,,,-,2,,5,,1,,8,,1,,1,,5,,2,,6,,,POINT (-120.99999889499969 37.638640488000476),CALIFORNIA,
MINNESOTA,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-94.79419697699967 46.35564867700049),MINNESOTA,
NEBRASKA,2014,3,,-,0,,2,,1,,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,POINT (-99.36571864599966 41.64104043900045),NEBRASKA,
ARKANSAS,2014,3,,-,0,,2,,,-,,-,,-,1,,3,,1,,1,,,-,0,,3,,,-,,-,,POINT (-92.27448794899965 34.748651751000466),ARKANSAS,
TEXAS,2014,3,,-,2,,5,,2,,,-,1,,3,,6,,1,,2,,,-,0,,2,,,-,,-,,POINT (-99.4267664729997 31.827243635000457),TEXAS,
GEORGIA,2014,3,2,,1,,4,,2,,1,,,-,2,,6,,1,,2,,,-,0,,3,,,-,2,,,POINT (-83.62757601199968 32.83968004200045),GEORGIA,
LOUISIANA,2014,3,,-,0,,2,,,-,2,,,-,1,,8,,,-,3,,,-,0,,2,,,-,2,,,POINT (-92.44567554599968 31.312662564000448),LOUISIANA,
NEW YORK,2014,3,,-,1,,5,,1,,1,,1,,1,,3,,1,,1,,,-,2,,7,,,-,1,,,POINT (-75.54396639699968 42.82700023900048),NEW YORK,
WYOMING,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-108.10982744299969 43.23554147100049),WYOMING,
GUAM,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (144.70297250000056 13.355173397000442),GUAM,
WASHINGTON,2014,3,,-,0,,4,,,-,,-,,-,0,,4,,,-,,-,,-,1,,4,,,-,,-,,POINT (-120.47002746299972 47.522287905000496),WASHINGTON,
WISCONSIN,2014,3,,-,1,,3,,,-,,-,,-,0,,2,,,-,,-,,-,1,,3,,,-,,-,,POINT (-89.81636715299965 44.3931903350005),WISCONSIN,
OREGON,2014,3,1,,0,,3,,1,,1,,,-,0,,4,,,-,1,,,-,0,,1,,,-,,-,,POINT (-120.15502977999972 44.567446178000466),OREGON,
WEST VIRGINIA,2014,3,,-,0,,1,,,-,,-,,-,3,,8,,6,,12,,,-,0,,5,,,-,3,,,POINT (-80.71263935099967 38.665511497000466),WEST VIRGINIA,
SOUTH DAKOTA,2014,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-100.37352811899967 44.35313342000046),SOUTH DAKOTA,
UTAH,2014,3,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-111.5871285339997 39.36070374600047),UTAH,
NEW YORK CITY,2014,3,1,,1,,7,,2,,3,,,-,1,,4,,3,,5,,,-,0,,1,,,-,1,,,POINT (-74.00596858999967 40.71426755700048),NEW YORK CITY,
AMER. SAMOA,2014,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),AMER. SAMOA,
OHIO,2014,3,,-,1,,4,,3,,8,,1,,4,,8,,7,,9,,,-,0,,17,,3,,,-,,POINT (-82.40425685299965 40.06021029700048),OHIO,
ARIZONA,2014,3,,-,1,,6,,1,,6,,,-,0,,3,,,-,,-,,,0,,0,,,,,,,POINT (-111.76380949799972 34.865973091000455),ARIZONA,
UNITED STATES,2014,4,7,,30,,56,,39,,76,,29,,54,,73,,105,,173,,10,,33,,53,,32,,100,,,,,
NEW ENGLAND,2014,4,1,,1,,5,,3,,4,,,-,1,,4,,,-,4,,,-,3,,7,,,-,16,,,,,
MID. ATLANTIC,2014,4,,-,4,,12,,5,,7,,2,,3,,10,,12,,14,,,-,4,,11,,3,,14,,,,,
E.N. CENTRAL,2014,4,3,,5,,12,,7,,24,,11,,9,,15,,22,,28,,3,,7,,23,,9,,14,,,,,
W.N. CENTRAL,2014,4,,-,1,,6,,4,,2,,2,,2,,5,,3,,4,,,-,0,,5,,1,,2,,,,,
S. ATLANTIC,2014,4,2,,5,,15,,8,,8,,11,,16,,26,,43,,56,,3,,6,,21,,6,,20,,,,,
E.S. CENTRAL,2014,4,1,,1,,4,,3,,6,,2,,12,,17,,19,,37,,2,,6,,14,,7,,23,,,,,
W.S. CENTRAL,2014,4,,-,2,,6,,2,,4,,,-,5,,10,,3,,11,,,-,2,,7,,,-,4,,,,,
MOUNTAIN,2014,4,,-,2,,16,,3,,8,,,-,1,,4,,,-,8,,,-,1,,5,,2,,1,,,,,
PACIFIC,2014,4,,-,6,,18,,4,,13,,1,,3,,9,,3,,11,,2,,3,,7,,4,,6,,,,,
NEW JERSEY,2014,4,,-,0,,2,,,-,2,,,-,0,,3,,,-,4,,,-,0,,3,,,-,6,,,POINT (-74.27368565099965 40.1305700530005),NEW JERSEY,
MINNESOTA,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-94.79419697699967 46.35564867700049),MINNESOTA,
TENNESSEE,2014,4,1,,0,,2,,2,,2,,1,,5,,11,,10,,17,,,-,2,,7,,4,,5,,,POINT (-85.77448642199965 35.680943063000484),TENNESSEE,
SOUTH DAKOTA,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-100.37352811899967 44.35313342000046),SOUTH DAKOTA,
MARYLAND,2014,4,,-,0,,4,,1,,1,,3,,1,,4,,4,,4,,,-,1,,3,,,-,5,,,POINT (-76.60925970899967 39.2905806980005),MARYLAND,
ARIZONA,2014,4,,-,1,,6,,1,,4,,,-,0,,3,,,-,3,,,,0,,0,,,,,,,POINT (-111.76380949799972 34.865973091000455),ARIZONA,
RHODE ISLAND,2014,4,1,,0,,1,,1,,,-,,,0,,0,,,,,,,,0,,0,,,,,,,POINT (-71.52246918099962 41.70828281900049),RHODE ISLAND,
WASHINGTON,2014,4,,-,0,,4,,,-,,-,1,,0,,7,,1,,,-,2,,1,,5,,2,,,-,,POINT (-120.47002746299972 47.522287905000496),WASHINGTON,
NEW HAMPSHIRE,2014,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,,POINT (-71.50035726399966 43.6559537330005),NEW HAMPSHIRE,
ARKANSAS,2014,4,,-,0,,2,,,-,,-,,-,1,,3,,1,,4,,,-,0,,3,,,-,,-,,POINT (-92.27448794899965 34.748651751000466),ARKANSAS,
IOWA,2014,4,,-,0,,3,,1,,1,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,POINT (-93.81648936699969 42.469404401000475),IOWA,
NEBRASKA,2014,4,,-,0,,2,,1,,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,POINT (-99.36571864599966 41.64104043900045),NEBRASKA,
OKLAHOMA,2014,4,,-,0,,4,,,-,,-,,-,0,,4,,,-,1,,,-,0,,5,,,-,,-,,POINT (-97.52106845499969 35.472034350000456),OKLAHOMA,
OREGON,2014,4,,-,0,,3,,1,,3,,,-,0,,4,,1,,1,,,-,0,,1,,,-,,-,,POINT (-120.15502977999972 44.567446178000466),OREGON,
LOUISIANA,2014,4,,-,0,,2,,,-,3,,,-,1,,8,,,-,3,,,-,0,,2,,,-,3,,,POINT (-92.44567554599968 31.312662564000448),LOUISIANA,
GUAM,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (144.70297250000056 13.355173397000442),GUAM,
PENNSYLVANIA,2014,4,,-,1,,4,,1,,,-,2,,1,,4,,8,,3,,,-,1,,6,,3,,6,,,POINT (-77.86069775999965 40.79373106100047),PENNSYLVANIA,
KENTUCKY,2014,4,,-,0,,2,,,-,3,,,-,4,,8,,1,,10,,,-,3,,10,,,-,18,,,POINT (-84.77496612599964 37.645973909000475),KENTUCKY,
WISCONSIN,2014,4,,-,1,,3,,,-,1,,,-,0,,2,,,-,,-,,-,1,,3,,,-,,-,,POINT (-89.81636715299965 44.3931903350005),WISCONSIN,
VIRGINIA,2014,4,1,,0,,2,,2,,,-,,-,0,,4,,2,,,-,1,,0,,3,,2,,1,,,POINT (-78.45788924199968 37.54268075100049),VIRGINIA,
MASSACHUSETTS,2014,4,,-,0,,3,,,-,2,,,-,1,,3,,,-,2,,,-,2,,7,,,-,14,,,POINT (-72.08268985899963 42.27687306500047),MASSACHUSETTS,
MAINE,2014,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,,-,1,,,POINT (-68.98502952999962 45.254228663000504),MAINE,
NEW MEXICO,2014,4,,-,0,,2,,,-,1,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,POINT (-106.24057768899968 34.52088247800049),NEW MEXICO,
IDAHO,2014,4,,-,0,,2,,,-,,-,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,,POINT (-114.3637261449997 43.682630058000484),IDAHO,
GEORGIA,2014,4,,-,1,,4,,2,,3,,1,,2,,6,,2,,6,,,-,0,,3,,,-,2,,,POINT (-83.62757601199968 32.83968004200045),GEORGIA,
CONNECTICUT,2014,4,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,POINT (-72.64983753699966 41.56266394200048),CONNECTICUT,
MISSOURI,2014,4,,-,0,,2,,1,,,-,2,,1,,4,,3,,3,,,-,0,,4,,1,,2,,,POINT (-92.56629737199967 38.63579372300046),MISSOURI,
UTAH,2014,4,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-111.5871285339997 39.36070374600047),UTAH,
NEVADA,2014,4,,-,0,,3,,1,,,-,,-,0,,3,,,-,2,,,-,0,,2,,,-,,-,,POINT (-117.07183978499972 39.49324126500045),NEVADA,
INDIANA,2014,4,,-,0,,2,,,-,2,,,-,2,,6,,4,,4,,,-,3,,8,,1,,6,,,POINT (-86.14995579899966 39.76691364600049),INDIANA,
DIST. OF COL.,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-99.11415045099966 39.52368635500045),DIST. OF COL.,
C.N.M.I.,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),C.N.M.I.,
AMER. SAMOA,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),AMER. SAMOA,
COLORADO,2014,4,,-,0,,8,,,-,3,,,-,0,,1,,,-,1,,,-,0,,1,,2,,,-,,POINT (-106.13360888799969 38.84384047000049),COLORADO,
HAWAII,2014,4,,-,0,,4,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,POINT (-157.85774691599974 21.30485166200043),HAWAII,
ALASKA,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507923900048),ALASKA,
MONTANA,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,,POINT (-109.42441687999968 47.066526051000494),MONTANA,
SOUTH CAROLINA,2014,4,,-,0,,1,,,-,,-,,-,1,,5,,1,,3,,,-,0,,0,,,-,,-,,POINT (-81.04536765699964 33.99882060100049),SOUTH CAROLINA,
VERMONT,2014,4,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,POINT (-72.51763944499965 43.62538292400046),VERMONT,
ALABAMA,2014,4,,-,0,,2,,1,,,-,1,,1,,5,,8,,5,,2,,0,,5,,3,,,-,,POINT (-86.63185803899967 32.84057327200048),ALABAMA,
WYOMING,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-108.10982744299969 43.23554147100049),WYOMING,
PUERTO RICO,2014,4,,-,0,,1,,,-,,-,,-,0,,6,,,-,4,,,N,0,,0,,,N,,N,,POINT (-98.34556876399967 26.649497232000442),PUERTO RICO,
OHIO,2014,4,3,,1,,4,,6,,8,,11,,4,,8,,18,,14,,3,,0,,17,,6,,,-,,POINT (-82.40425685299965 40.06021029700048),OHIO,
NORTH CAROLINA,2014,4,,-,1,,4,,,-,3,,2,,0,,16,,4,,3,,,-,0,,15,,,-,2,,,POINT (-79.15924924699965 35.46622388600048),NORTH CAROLINA,
FLORIDA,2014,4,1,,2,,7,,3,,1,,4,,6,,13,,23,,22,,2,,2,,7,,4,,6,,,POINT (-81.92895558499964 28.932042899000464),FLORIDA,
WEST VIRGINIA,2014,4,,-,0,,1,,,-,,-,1,,3,,8,,7,,17,,,-,0,,5,,,-,4,,,POINT (-80.71263935099967 38.665511497000466),WEST VIRGINIA,
NEW YORK CITY,2014,4,,-,1,,7,,3,,4,,,-,1,,4,,3,,6,,,-,0,,1,,,-,1,,,POINT (-74.00596858999967 40.71426755700048),NEW YORK CITY,
ILLINOIS,2014,4,,-,1,,5,,,-,6,,,-,1,,4,,,-,6,,,-,0,,4,,,-,2,,,POINT (-88.99770813999965 40.48501278700047),ILLINOIS,
C.N.M.I.,2014,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,C.N.M.I.,
DELAWARE,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,,0,,0,,,,,,,POINT (-75.57773943699965 39.00883351400046),DELAWARE,
NORTH DAKOTA,2014,4,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,POINT (-100.11842599699969 47.47531738700047),NORTH DAKOTA,
MICHIGAN,2014,4,,-,1,,7,,1,,7,,,-,1,,5,,,-,4,,,-,1,,11,,2,,6,,,POINT (-84.71438724399968 44.66131575600048),MICHIGAN,
TEXAS,2014,4,,-,2,,5,,2,,1,,,-,3,,6,,2,,3,,,-,0,,3,,,-,1,,,POINT (-99.4267664729997 31.827243635000457),TEXAS,
CALIFORNIA,2014,4,,-,4,,17,,3,,9,,,-,2,,5,,1,,10,,,-,1,,5,,2,,6,,,POINT (-120.99999889499969 37.638640488000476),CALIFORNIA,
NEW YORK,2014,4,,-,1,,5,,1,,1,,,-,1,,3,,1,,1,,,-,2,,8,,,-,1,,,POINT (-75.54396639699968 42.82700023900048),NEW YORK,
MISSISSIPPI,2014,4,,-,0,,1,,,-,1,,,-,1,,4,,,-,5,,,,0,,0,,,,,,,POINT (-89.53802764499966 32.74551123200047),MISSISSIPPI,
KANSAS,2014,4,,-,0,,3,,1,,1,,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,,POINT (-98.20077655499966 38.34774033400049),KANSAS,
UNITED STATES,2014,5,7,,30,,56,,53,,108,,24,,54,,73,,147,,233,,16,,34,,53,,57,,132,,,,,
NEW ENGLAND,2014,5,,-,1,,5,,3,,5,,,-,1,,4,,,-,5,,,-,3,,7,,,-,16,,,,,
MID. ATLANTIC,2014,5,1,,4,,12,,6,,11,,2,,3,,10,,15,,22,,4,,4,,11,,7,,20,,,,,
E.N. CENTRAL,2014,5,,-,5,,12,,7,,32,,5,,9,,15,,29,,38,,3,,7,,24,,15,,17,,,,,
W.N. CENTRAL,2014,5,,-,1,,6,,5,,4,,1,,2,,5,,6,,6,,,-,0,,5,,1,,3,,,,,
S. ATLANTIC,2014,5,3,,5,,15,,12,,16,,5,,16,,26,,51,,71,,5,,6,,21,,16,,27,,,,,
E.S. CENTRAL,2014,5,2,,1,,4,,5,,7,,9,,12,,17,,35,,54,,3,,6,,14,,10,,33,,,,,
W.S. CENTRAL,2014,5,1,,2,,6,,3,,5,,2,,5,,10,,7,,13,,1,,2,,7,,1,,4,,,,,
MOUNTAIN,2014,5,,-,2,,16,,4,,8,,,-,1,,4,,1,,10,,,-,1,,5,,2,,4,,,,,
PACIFIC,2014,5,,-,6,,18,,8,,20,,,-,3,,11,,3,,14,,,-,3,,7,,5,,8,,,,,
PENNSYLVANIA,2014,5,,-,1,,4,,1,,1,,,-,1,,4,,9,,6,,2,,1,,6,,5,,8,,,POINT (-77.86069775999965 40.79373106100047),PENNSYLVANIA,
TEXAS,2014,5,1,,2,,5,,3,,2,,2,,3,,6,,4,,5,,,-,0,,3,,,-,1,,,POINT (-99.4267664729997 31.827243635000457),TEXAS,
NEW HAMPSHIRE,2014,5,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,,POINT (-71.50035726399966 43.6559537330005),NEW HAMPSHIRE,
CALIFORNIA,2014,5,,-,4,,17,,7,,14,,,-,2,,5,,1,,12,,,-,1,,5,,3,,7,,,POINT (-120.99999889499969 37.638640488000476),CALIFORNIA,
SOUTH CAROLINA,2014,5,,-,0,,1,,,-,1,,,-,1,,5,,1,,3,,,-,0,,0,,,-,,-,,POINT (-81.04536765699964 33.99882060100049),SOUTH CAROLINA,
MISSOURI,2014,5,,-,0,,2,,1,,,-,,-,1,,4,,5,,5,,,-,0,,4,,1,,3,,,POINT (-92.56629737199967 38.63579372300046),MISSOURI,
UTAH,2014,5,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,POINT (-111.5871285339997 39.36070374600047),UTAH,
GUAM,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (144.70297250000056 13.355173397000442),GUAM,
NEBRASKA,2014,5,,-,0,,2,,1,,1,,1,,0,,2,,1,,,-,,-,0,,1,,,-,,-,,POINT (-99.36571864599966 41.64104043900045),NEBRASKA,
NORTH DAKOTA,2014,5,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,POINT (-100.11842599699969 47.47531738700047),NORTH DAKOTA,
CONNECTICUT,2014,5,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,POINT (-72.64983753699966 41.56266394200048),CONNECTICUT,
MAINE,2014,5,,-,0,,2,,,-,,-,,-,0,,1,,,-,3,,,-,0,,1,,,-,1,,,POINT (-68.98502952999962 45.254228663000504),MAINE,
IDAHO,2014,5,,-,0,,2,,,-,,-,,-,0,,2,,,-,1,,,-,0,,2,,,-,1,,,POINT (-114.3637261449997 43.682630058000484),IDAHO,
GEORGIA,2014,5,,-,1,,4,,2,,7,,,-,2,,6,,2,,11,,,-,0,,3,,,-,2,,,POINT (-83.62757601199968 32.83968004200045),GEORGIA,
IOWA,2014,5,,-,0,,3,,1,,1,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,POINT (-93.81648936699969 42.469404401000475),IOWA,
NEVADA,2014,5,,-,0,,3,,1,,,-,,-,0,,3,,1,,2,,,-,0,,2,,,-,1,,,POINT (-117.07183978499972 39.49324126500045),NEVADA,
WISCONSIN,2014,5,,-,1,,3,,,-,2,,,-,0,,2,,,-,,-,,-,1,,3,,,-,1,,,POINT (-89.81636715299965 44.3931903350005),WISCONSIN,
KENTUCKY,2014,5,2,,0,,2,,2,,4,,1,,4,,8,,3,,16,,1,,3,,10,,1,,24,,,POINT (-84.77496612599964 37.645973909000475),KENTUCKY,
NEW JERSEY,2014,5,,-,0,,2,,,-,2,,,-,0,,3,,,-,6,,,-,0,,3,,,-,7,,,POINT (-74.27368565099965 40.1305700530005),NEW JERSEY,
KANSAS,2014,5,,-,0,,3,,1,,1,,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,,POINT (-98.20077655499966 38.34774033400049),KANSAS,
WEST VIRGINIA,2014,5,,-,0,,1,,1,,,-,3,,3,,8,,11,,18,,,-,0,,5,,1,,4,,,POINT (-80.71263935099967 38.665511497000466),WEST VIRGINIA,
VIRGINIA,2014,5,,-,0,,2,,2,,,-,,-,0,,4,,2,,,-,,-,0,,3,,2,,1,,,POINT (-78.45788924199968 37.54268075100049),VIRGINIA,
MICHIGAN,2014,5,,-,1,,7,,1,,10,,,-,1,,5,,,-,6,,,-,1,,11,,2,,7,,,POINT (-84.71438724399968 44.66131575600048),MICHIGAN,
WYOMING,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-108.10982744299969 43.23554147100049),WYOMING,
OKLAHOMA,2014,5,,-,0,,4,,,-,,-,,-,0,,4,,,-,1,,1,,0,,5,,1,,,-,,POINT (-97.52106845499969 35.472034350000456),OKLAHOMA,
RHODE ISLAND,2014,5,,-,0,,1,,1,,,-,,,0,,0,,,,,,,,0,,0,,,,,,,POINT (-71.52246918099962 41.70828281900049),RHODE ISLAND,
NEW YORK,2014,5,1,,1,,5,,2,,2,,2,,1,,3,,3,,2,,2,,2,,9,,2,,4,,,POINT (-75.54396639699968 42.82700023900048),NEW YORK,
DELAWARE,2014,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,,,0,,0,,,,,,,POINT (-75.57773943699965 39.00883351400046),DELAWARE,
NEW YORK CITY,2014,5,,-,1,,7,,3,,6,,,-,1,,4,,3,,8,,,-,0,,1,,,-,1,,,POINT (-74.00596858999967 40.71426755700048),NEW YORK CITY,
MARYLAND,2014,5,,-,0,,4,,1,,1,,,-,1,,4,,4,,4,,,-,1,,3,,1,,8,,,POINT (-76.60925970899967 39.2905806980005),MARYLAND,
INDIANA,2014,5,,-,0,,2,,,-,2,,,-,2,,6,,4,,4,,,-,3,,8,,1,,6,,,POINT (-86.14995579899966 39.76691364600049),INDIANA,
